Name,Author,Suggest for blog,Year,Month,Program,Theme,Created by,Last Updated,Original Document (Google Doc),Suggest for program mailing
,,No,,,Word Theme Essay,,Katie Kwak,"February 21, 2021 4:48 AM",,No
"""Practical Joke"" by Frederick Lawrence",,No,2015,12 - December,Word Theme Essay,https://www.notion.so/Practical-Joke-698ad4db8b73434696132bfc3ab92043,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/14VRf0Hy1z9YXyeSGhByjzncAEwTpq6uQO4NvSCJ8UQA/edit,No
"""Special Place"" by Shannon Guess Richardson",,No,2015,09 - September,Picture Essay,https://www.notion.so/Island-cfcf23d5126d43e6823c01f6485e892c,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1SsV3N8AGPMBsE24lrPJ4mh9E-zS3TFflBImGqGQ3jqA/edit,No
“Emerging From the Fog”- A Foggy Prison by James Schmidt,,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/153T6oQd1g6hAIczoymrdy9xGjtChV5wk3BZG2eDvmYk/edit,No
“The Long Pier” by Rath Pier,,No,2019,03 - March,Picture Essay,https://www.notion.so/Person-Sitting-on-a-Dock-picture-266237cd68be4a45b783a908d2a9542d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1LL2ehwolbpclvgnyba6CZBu61-kpJthdaa-9uUP55y0/edit,No
“Dock by the Lake” by Eric L. Webb,,No,2019,03 - March,Picture Essay,https://www.notion.so/Person-Sitting-on-a-Dock-picture-266237cd68be4a45b783a908d2a9542d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1FxMPDS1BObFdxFusYukOxXUheKHMBqgUVTA0LKTW80I/edit,No
"""Flowers"" by Jeremy Brown ",,No,2018,05 - May,Word Theme Essay,https://www.notion.so/Flowers-11000c6c57cb47949ca6c79b70e4b06d,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/11ad-sc8zlL6LQCOCDcCA8TNQd2DAWQgS_P5deLew6vg/edit,No
"“Sisters by Friendship, Broken by Time” by Lauren Shepherd",,No,2019,10 - October,Word Theme Essay,https://www.notion.so/Sisters-f81505944e2f41f482e6821179aa9f98,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1QsQCykdDjvsDNLgdYnYBccgxixcw7fGrzP4C5gdcN-Q/edit,No
"""Fishing with Bob"" by Mark Adam Peirano",,No,2019,09 - September,Word Theme Essay,https://www.notion.so/A-Close-Call-cd5b212ec51a44398461d66a54ad173e,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1UXRHZXT5LPtauNoXrDlTSXGA75ZpxFsbFa5zEhsNMcU/edit,No
“Picture” by Tamara Angelique Allenbaugh,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1zoauyhllK_JgxrY-WIGnT8D6MNscfH1FYwPqBfijIYc/edit,No
“Iron Horse” by Carl Branson,,No,2019,02 - February,Picture Essay,https://www.notion.so/Railroad-Track-picture-b34f2bfd780042899829127dda3b4b96,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1jOVs1YSfar04DfcW6hCUfzxksZ4HsGC2x2ZVg6ssB_o/edit,No
“Peace In The Coming Reign” by Juan P. Rosales,,No,2019,03 - March,Picture Essay,https://www.notion.so/Person-Sitting-on-a-Dock-picture-266237cd68be4a45b783a908d2a9542d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/13LfjAIK3bHyic7CyGxTMvgZt3IpQTNbrzlGMTMY6K2A/edit,No
,,No,,,,,Cathy Xie,"February 21, 2021 4:48 AM",,No
,,No,,,Word Theme Essay,,Lucero Contreras,"February 21, 2021 4:48 AM",,No
"""Accomplishments"" by Michael Reese",,No,2017,06 - June,Word Theme Essay,https://www.notion.so/Accomplishments-40b534ffdc084c9f86ff25f45d76e8c5,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/11HmowDwAXI12u0GBcC-fLHadmQl3a7HWUXI4h8ik7Ek/edit,No
"""Flyer’s Choice"" by James Hochschild",,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1WYDdtABndgfF7_nrauqH6RvLzlS38GVlcXfJGvGArTY/edit,No
“The Balance Life: Helping Out” by Martin Vicario,,No,2019,07 - July,Word Theme Essay,https://www.notion.so/Helping-Hand-d9cabd2858d341c18e2efd38db1b2a6a,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1RnVIp_yUR3LrcryB0RE6ZyoIZyVKDBuKdidarJEsRNc/edit,No
"""Flying"" by Jeremy Brown",,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1kI0hRdSAxGJNizQEgKVqYG0FRgpAR-93cw_IrXescdg/edit,No
“My Son” by Jack Simpson,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1hk6k69Ub0r-sHH0KaXklPVm6IBTSKT0mSND3EvXz29U/edit,No
“Perfection” by Mark Daigre,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1qpsNwSZVgVk0IGrU_k-61Y5OpY7vFryENvrJUjppTw4/edit,No
"""Gratitude"" by Paul Pommells",,No,2017,04 - April,Word Theme Essay,https://www.notion.so/Gratitude-3d58a5cb162f470cb450edf4932f5bc2,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1rSMDFIG0-e_ArrhEFn3d0Vrgx9hPaSSg_gsC09bvsfc/edit,No
“Helping Hand” by Carl Branson,,No,2019,07 - July,Word Theme Essay,https://www.notion.so/Helping-Hand-d9cabd2858d341c18e2efd38db1b2a6a,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/17k3svux87YtQAf41m_yR9dURf5Kv31nNLtZLVqwxiyg/edit,No
"""Stars"" by James Bauhaus",,No,2017,02 - February,Word Theme Essay,https://www.notion.so/Stars-764e8fe72d3d4601a5177564f6630453,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1zEzVCvZuv01M5N4Xcq7ubHBEHnDKNYRnB4-vq1YP_cc/edit?usp=sharing,No
She’s the Reason for My Laughter by RJ Clayton,,Yes,2016,01 - January,Word Theme Essay,https://www.notion.so/Laughter-f2ec23f9e37a4a9898fc04fb5ae02be4,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1zDFhZUmJbdMgfotKvlVcSu7vtPGdHhlLjilQxHHy6jw/edit,Yes
"“Emerging From the Fog” by Robert Andrew Bartlett, Sr. (Yankee Lawyer)",,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1zWzG9F8cTf7HOwqw3pJLJJ2pnwQk53bt6oKsCKnFGHo/edit,No
"""I Say This From My Heart"" by Nate Lindell",,No,2017,04 - April,Word Theme Essay,https://www.notion.so/Gratitude-3d58a5cb162f470cb450edf4932f5bc2,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1cDC5I9E3yxxFuDD2pHNrdOUFGWCwqYj5eHPgXsZBXqo/edit,No
“Reparations Speak Louder Than Words” by Calvin Westerfield,,No,2018,03 - March,Word Theme Essay,https://www.notion.so/Apologies-f25d17451e734da89b4936dab893b044,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1-StbsvyjTgt-4w4J-KTeMzZ9UqMSu3oZgwdM_lDPNFg/edit,No
“Emerging From the Fog” by Miguel Sheesh Lara,,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1OCghBa9dnpm3NhIlP4n_VpvNh2TCCP_Y0kySC6XoNk4/edit,No
"""No Way to New Way"" by Wesley Plater",,No,2017,11 - November,Word Theme Essay,https://www.notion.so/Thwarted-2ee9cdd32cdc43b29930329e39461140,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1Wnd_UPHqxfd7AUrK4sTbRCgdy5ZbpSAaFdcDmxR-lrw/edit,No
"""Steinbeck’s Mess"" by Aimee Wissman",,No,2015,11 - November,Word Theme Essay,https://www.notion.so/Reading-189a35a6968c4c9aa1bece4b989c1a98,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1FpnnYOeISMh3L615KT8_srZRM_bryFu91ss3iqprOGA/edit,No
"""A Christmas Fix"" by Ross Hartwell",,No,2015,10 - October,Word Theme Essay,https://www.notion.so/Holidays-9fe654db21e840cb8f3088cee876accc,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ZUvYuRPlaeNhMZt9DgEh6V24Jq5-7P2Ew92fZKURtWE/edit,No
"""Girl On Bench"" by Brandon Rankin",,No,2015,08 - August,Picture Essay,https://www.notion.so/Girl-On-Bench-cfc4f85c71484acaa5142b8d4a5573b4,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/10KXyQYrl-ucrTzjI_PLMxaM9ETdGYFQwjhpGzgQcL0o/edit,No
"""Passing Me By"" by Chad Frank",,No,2018,04 - April,Word Theme Essay,https://www.notion.so/Blink-of-an-Eye-ee8b8cc11c89440a9f1dd6eeca01ff04,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1wGUq_m9eDEFCTWCrPAyiaST5uua8W2XMK3yACEhfGBM/edit,No
"""My Cell"" by Darnell Page",,No,2015,09 - September,Picture Essay,https://www.notion.so/Island-cfcf23d5126d43e6823c01f6485e892c,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1-8iclhXUCUO9Xd7WdhiIdgDLdF8gpumaOEZLDPrnsUU/edit,No
“Baby Feet” by Robert Short,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1V1sfUd_GOs4b_6MeMol0-_hT2epbGl5AEZpCRLLZy74/edit,No
“A Close Call” by Al Coleman ,,No,2019,09 - September,Word Theme Essay,https://www.notion.so/A-Close-Call-cd5b212ec51a44398461d66a54ad173e,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1Xe4NbI-ctUqpvthgb0BF67vroeQyNdskLP6ztqrQ5-I/edit,No
"""In the Blink of an Eye"" by Giles Belcher",,No,2018,04 - April,Word Theme Essay,https://www.notion.so/Blink-of-an-Eye-ee8b8cc11c89440a9f1dd6eeca01ff04,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1r81ugeRpvzvXuRvaRq_iQMpBu0zcfhIn1P1UJe0w358/edit,No
“The Pack” by Douglas Knakmuhs,,No,2019,07 - July,Picture Essay,https://www.notion.so/Wolves-927e8359d3464475b5b936251b8b1fa3,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/19zVUCgD7PYvnU2O6WamuVAKku8difgQ1A1v4qvxfJAM/edit,No
"""Breakfast"" by Russeu Crow",,No,2015,09 - September,Word Theme Essay,https://www.notion.so/Breakfast-928b515d50c9407f8f46e869ba61a4f5,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1etFliMufCTnCNY9Qj3HnIDBGhg4FMXZXEBZuN34KqW4/edit,No
"""Things Aren’t Always as They Seem"" by D.J. Forbes",,No,2015,08 - August,Picture Essay,https://www.notion.so/Girl-On-Bench-cfc4f85c71484acaa5142b8d4a5573b4,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1x9hlfTbnA4e-CMgc9Q4NvYVBX2pV7SXwyqUCBp-gJjQ/edit,No
"""Almost Changed the Odds"" by Martin Savage",,No,2017,05 - May,Word Theme Essay,https://www.notion.so/Almost-0d6da50b10734a99a5cff66f57309cdf,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/19EhwfGL4uqfnp2W0Z3IzVQmhFosvZjjQTj0_5D1kTY4/edit,No
“Girl Playing Flute” by Carl Nunnery,,No,2019,08 - August,Picture Essay,https://www.notion.so/Girl-Playing-Flute-picture-6179f791cdf2419391cee89ade29b825,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1MiFcQRZS7BBvZaL4loCASOqYuUWUyt2j_ZbY8TOi4CA/edit,No
"""The Things I'm Grateful For"" by Chad Frank",,No,2017,04 - April,Word Theme Essay,https://www.notion.so/Gratitude-3d58a5cb162f470cb450edf4932f5bc2,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/19gv7q4z4d9QWXmZXqQDrzCIecbPMP7-xXL0pRPIwWX4/edit,No
“Couple at Table” by Dr. Victor Andrew Apodaca,,No,2019,09 - September,Picture Essay,https://www.notion.so/Vintage-Conversations-7b410809c8a04105b234ce7af2a490fa,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1CcsdCVf4tmH0rObUw1xUmt10ila27U9h/edit,No
"""Flying"" by Yankee Lawyer",,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1GoqGLoVf_4GNN4JQv3LF0QSx14v3th4OqAFbPbuN6dY/edit,No
“Helping Out” by Kevin Hale,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1PBtLciZYciCo9RFrpWXvkAd1O01I0cd6joQmVMuYuPY/edit,No
"""Apologies"" by Robert Johnson",,No,2018,03 - March,Word Theme Essay,https://www.notion.so/Apologies-f25d17451e734da89b4936dab893b044,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1z_3g8W_kIvKD-cr51F-Eqk1nE4UFkZOYcxYiR9IIv9s/edit,No
“Santa’s Sled and There Off!” by Michael A. Carpenter,,No,2019,07 - July,Picture Essay,https://www.notion.so/Wolves-927e8359d3464475b5b936251b8b1fa3,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1E1b9mj3cpBs7BUjoth9fjo36HiDqbfonsPVoSabORWw/edit,No
"""Thankful, a Life Lesson"" by Joseph Alvin Parrish",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1PqQH1MKykfkhkb7yt6OxfVMsXXbH06JVb0o90WolmV4/edit,No
"""Flying"" by Cesar Hernandez",,No,2019,11 - November,Word Theme Essay,https://www.notion.so/Flying-b539dacab61a43858173795cbf9dc400,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1nP-flmmAm6wK6pVIZC4iQWDB1SoCpslUNKe2GxxzcKY/edit,No
“Baby Feet” by G.A.F. Littlefield,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/15SwiaID9swCnF1OsEXKrhcJ8eIWOQ7EVAUbvAzMaYsc/edit,No
"""My Purgatorial Escape"" by Nathaniel Dwayne Caetano",,No,2015,09 - September,Picture Essay,https://www.notion.so/Island-cfcf23d5126d43e6823c01f6485e892c,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1wI2c6KoNhjF3V6ja12cji4xWn3lp1CC631BzQckVQHA/edit,No
"""Thwarted"" by Terry Adkins",,No,2017,11 - November,Word Theme Essay,https://www.notion.so/Thwarted-2ee9cdd32cdc43b29930329e39461140,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1CqxYUlA8l5Z9_CKQW__kzgy5WBrUznjXA9M80ExXdrQ/edit,No
“I Heard the Song of Trees” by Larry Harwell,,No,2019,03 - March,Word Theme Essay,https://www.notion.so/Believe-It-or-Not-5606a5248d3c4545a5fca43545901e88,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1hPx721RLIzRqWsD-slyR6jCj67VWCJtPc8bnHBw7ueI/edit,No
“In The Thick Of It” by Cambren Thomas,,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1dWF2Ho2px-Kr1Zl7JZgvgRVXSK21v4MnVuNmt_7dWhE/edit,No
“Girlfriend Meme” by Cesar Hernandez,,No,2019,01 - January,Picture Essay,https://www.notion.so/Girlfriend-Meme-picture-f61e0d642b564776bbea50081735c65d,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1VRu5rX-_2vrDszUQYXqmwuizUgHQwBZLJs4Xf3UA_mc/edit,No
"""Tricky Business"" by William Swiderski",,No,2019,08 - August,Word Theme Essay,https://www.notion.so/Tricky-Business-331831255f2948e1a67bb59bfc7bf731,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1FF9wpHEMtpDIywY_miT-IyPfhCtIinKlKYacFKbrkw0/edit,No
"""Scratch Marks"" by James Smith",,No,2016,04 - April,Picture Essay,https://www.notion.so/Lone-Dog-picture-b4a2224e915d4b7c89e169603c5f7e7b,Kelly Yu,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1W9pmiJxxTkjstQWAeIY4p04whkZbbkNPisA2g9MK0BY/edit,No
“Baby Feet” by Mitchell Womack,,No,2019,12 - December,Picture Essay,https://www.notion.so/Baby-Feet-c21bb47aa7dc4111b49b31db9d02b9a9,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/11SSf9o8O-UlA7_ZKLQNcLTjpEvgdzQYWxTgrci9Z_Bs/edit,No
"""Finding Myself"" by Anthony Washington",,No,2015,08 - August,Picture Essay,https://www.notion.so/Girl-On-Bench-cfc4f85c71484acaa5142b8d4a5573b4,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1xt0retRpf48aqvSHD3QIOwqsAZ_kp3KrjT_oR-sVxtg/edit,No
Daniel Alvarez,,No,2016,01 - January,Word Theme Essay,https://www.notion.so/Laughter-f2ec23f9e37a4a9898fc04fb5ae02be4,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1h45UKXBqxlqlVd3eCwcrk_QuTJgmEkxwjQsGchLkHLQ/edit,No
"""Smoking"" by Shane Brewer",,No,2015,12 - December,Picture Essay,https://www.notion.so/Boys-Smoking-65888a4183b74b48ab1b636bb399689a,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1HdqVhoN2QRf20L6cxxWtVRsFt0607V-m5kbxxlNz6v0/edit,No
“Helping Out” by Cesar Hernandez,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1R8OfvGY1bn15XL9vjFgU_4yG4W6h3xXRqsCMPvJmEGA/edit,No
"""Life's Purpose"" by Yankee Lawyer",,No,2017,09 - September,Word Theme Essay,https://www.notion.so/Life-s-Purpose-d52f9cdeae1f4450a5d94345175cd69b,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1KCVFEJCckv5jGddTlNSlp7F2VYXmgnR6uhXgNXoc-zU/edit,No
“Tuned In To Life” by William “Jay” Sprayberry Jr.,,No,2018,02 - February,Word Theme Essay,https://www.notion.so/Tuned-In-d1ef46d8199d46d48b73dfdd8662bcb0,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1A2aUaAvCLMqRBZ0UKy_a0jeLZGfMZYWsGFm_nsh2CCE/edit,No
“Helping Out” by Yankee Lawyer,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/14yMFDBwLuv8_5_rxHc1p7n9QcL6eRLuWLvHEV9U7JXw/edit,No
Colin VanBilliard,,No,2016,02 - February,Word Theme Essay,https://www.notion.so/Haircuts-83195950aee844a3ad895355d388b1fa,Lucero Contreras,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1faQGpJShMBca7CjqnKvhRIBgfkNcnkU9caNyN0eTnUo/edit,No
"""A Close Call"" by Marco A. Williams",,No,2019,09 - September,Word Theme Essay,,Cathy Xie,"February 21, 2021 4:48 AM",,No
“Recollections of Springtime from my Childhood” by Michael Oakleaf,,No,2019,06 - June,Word Theme Essay,https://www.notion.so/Spring-Fever-926be6836f7742f6ab7a3674479f2e81,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1vuu9i4ndjTTacWr3m53IUMV9kt1LrRGYfoDa0cPQlCY/edit,No
"""A Mid-Spring Fever Dream"" by Unknown",,No,2019,06 - June,Word Theme Essay,https://www.notion.so/Spring-Fever-926be6836f7742f6ab7a3674479f2e81,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/13b8c2EdmJiRtcMAzR1vwNDwGC3FXvreLOxlSNLaimQ0/edit,No
"""My Christmas Eve"" by Colin VanBilliard",,No,2015,10 - October,Word Theme Essay,https://www.notion.so/Holidays-9fe654db21e840cb8f3088cee876accc,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1HThABUG8ODo5oI-MvmQStBwfCqH3yOpHiPAF1O553pE/edit,No
"""This Isle"" by Anonymous",,No,2015,09 - September,Picture Essay,https://www.notion.so/Island-cfcf23d5126d43e6823c01f6485e892c,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1ZEQWaZxU_V-xgvIDbrkGi0NT6SC557N6MNskz4t5tl4/edit,No
“Holding Her Tenderly in My Heart” by Bryan Noonan,,No,2019,12 - December,Word Theme Essay,https://www.notion.so/My-Body-32aabae793f142c58438600f395655cf,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1H3VAwQlgXj2Sz3uHpJ7Yk9Cb30SI1PBN8V1TdQnhBe0/edit,No
"""Close Call"" by Jonathan E. Cantero",,No,2019,09 - September,Word Theme Essay,https://www.notion.so/A-Close-Call-cd5b212ec51a44398461d66a54ad173e,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1Tm1kuKq1FK-t1EK8gf69INPHuPMBnkpNprQuVgbsTJ8/edit,No
“Couple at a Table” by William Swidersky,,No,2019,09 - September,Picture Essay,https://www.notion.so/Vintage-Conversations-7b410809c8a04105b234ce7af2a490fa,Anna Nguyen,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1KWu3iUDVcTouroAKQRVAQw9_KRImVsrW/edit,No
“Weddings” by Efren Hawkins,,No,2018,07 - July,Word Theme Essay,https://www.notion.so/Weddings-ef5ca531c72442c7a00d32a5cb6c988c,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1uxlsp9LTZlm4WAEjvC84TbCMbdaQKUV6hMF0g2-NqO8/edit,No
"""Thankful"" by Christopher Sims",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/17Cc90xGhN3fgmQErOzKjq_UJZS6BZ5uYVRREzPNPYJU/edit,No
"""Stars"" by Shannon Richardson",,No,2017,02 - February,Word Theme Essay,https://www.notion.so/Stars-764e8fe72d3d4601a5177564f6630453,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1OolwX6oC7yys9BO3SUxHRkgKzulQ7NRAWO5VuzT1SGc/edit?usp=sharing,No
“Expanding Mental Capacity” By Steven Lee Adkins Jr.,,No,2018,06 - June,Word Theme Essay,https://www.notion.so/Emerging-From-the-Fog-030a89775d564ee29a4948bd452f5dc7,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1yFrXsUkxuo9rNcAeFv6fvsoi_aSCmqNH9Oz5uXqzDPE/edit,No
"""Island"" by Norris Beebe",,No,2015,09 - September,Picture Essay,https://www.notion.so/Island-cfcf23d5126d43e6823c01f6485e892c,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1PHhcX3SCCpSCUmvgOCvBQn-WfWfwhlHW0G1MaetM6IM/edit,No
"""Reading"" by Cesar Hernandez",,No,2015,11 - November,Word Theme Essay,https://www.notion.so/Reading-189a35a6968c4c9aa1bece4b989c1a98,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1_cvDwKXpTN8dPo3GjcW80YnswZA_zhxSSzsA0bKneUY/edit,No
“Helping Out” by Joseph Alvin Parrish,,No,2019,01 - January,Word Theme Essay,https://www.notion.so/Helping-Out-f3b65ca109304bba992c6b92eb8da748,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/16r126QvgK2k0STYj7UgSoDdtkatFiNCTZUz8cpRAhGQ/edit,No
"""My Body"" by Tamara Angelique Allenbaugh",,No,2019,12 - December,Word Theme Essay,https://www.notion.so/My-Body-32aabae793f142c58438600f395655cf,Cathy Xie,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1fD719ULKX0IRv59hfDE3TytynZ-jVF71EMra4QSVUV4/edit,No
"""Parole"" by D.J. Forbes",,No,2016,01 - January,Picture Essay,https://www.notion.so/Girl-With-Umbrella-picture-791055d231ad4f1a8f74565a0d007956,Kelly Yu,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1FSpgM0QTVrJZOkmkweoC9EprwLFcesm5ywPze14VRd4/edit,No
"""Found"" by Jeremy Brown",,No,2017,01 - January,Word Theme Essay,https://www.notion.so/Found-2144c4dc561a4a9696d40aa0216ade05,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1y9UBMiAe-ocYx99Jl2qFMRap3pFjUwuAHDNfikBSNdE/edit?usp=sharing,No
"""Mind's Eye"" by Matthew Tomlinson",,No,2017,12 - December,Word Theme Essay,https://www.notion.so/Thankful-4222ec4c132c4e8bb8f48112aa6afa11,Katie Kwak,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1HQWE7_JWPqx3MgnD6C3fqlMlyUQrgm772F_1Coyu5To/edit,No
"""Road Trips"" by Carl Branson",,No,2015,08 - August,Word Theme Essay,https://www.notion.so/Roadtrips-10c1a8c0d95540c8b0a42a6448bc5a14,Allaire Tetrault,"February 21, 2021 4:48 AM",https://docs.google.com/document/d/1UClrDbIy2l9IRf6-pF-Ex6qTyvazVRxdG0f_WZ9h9Jw/edit,No
